goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:0033036	macromolecule localization	2782	15	RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;MFHAS1|1;RPL23|1;RPL35|1	5.2759710613190975	2.843078520648614	3.5249163783390713e-5	0.006807059020770139
GO:0009967	positive regulation of signal transduction	1463	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;TNIP2|0	2.7745311512256796	3.96463380673907	3.563006235252075e-5	0.006807059020770139
GO:0044260	cellular macromolecule metabolic process	7260	24	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;TNIP2|0	13.768350073751492	1.7431282522191613	3.6832507169792805e-5	0.006953012692754815
GO:0071702	organic substance transport	2456	14	RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;RPL23|1;RPL35|1	4.657722834866896	3.0057606466401254	4.205227493847552e-5	0.007844975572934192
GO:0045087	innate immune response	734	8	APP|0;KRAS|0;RPL39|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;TNIP2|0	1.392006742993608	5.747098597234838	4.444247236834453e-5	0.00819446842261441
GO:0034641	cellular nitrogen compound metabolic process	5715	21	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;TRIM25|0;IKBKG|0;RPL23|1;RPL35|1;TNIP2|0	10.838308632436608	1.9375716924273356	7.71044156031575e-5	0.014053387565738719
GO:0010647	positive regulation of cell communication	1608	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;TNIP2|0	3.049518859310248	3.6071264050119773	8.584787716681141e-5	0.015301159018026448
GO:0065007	biological regulation	10069	27	APP|0;RUNX3|0;KRAS|0;MTNR1A|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;CALML5|0;LRRN3|1;TNIP2|0	19.09552574278289	1.4139437878637402	8.588025178812853e-5	0.015301159018026448
GO:0043030	regulation of macrophage activation	46	3	APP|0;MFHAS1|1;TNIP2|0	0.08723747980613893	34.38888888888889	8.745179825631055e-5	0.015408035166114628
GO:0023056	positive regulation of signaling	1614	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;TNIP2|0	3.060897661024092	3.593717013171784	8.88434198852428e-5	0.015481209990332912
GO:0051091	positive regulation of DNA-binding transcription factor activity	248	5	APP|0;KRAS|0;NTRK1|0;TRIM25|0;IKBKG|0	0.47032380417222724	10.630973715651136	9.088410352831033e-5	0.015664665539656706
GO:0006396	RNA processing	839	8	APP|0;RPL11|1;RPL26|1;RPL35A|1;RPS14|1;RPS17|1;RPS21|1;RPL35|1	1.5911357729858817	5.027855030238821	1.14347005213844e-4	0.019496779157805635
GO:1904667	negative regulation of ubiquitin protein ligase activity	9	2	RPL11|1;RPL23|1	0.017068202570766314	117.17695473251028	1.236723729349798e-4	0.0208624767832976
GO:0051403	stress-activated MAPK cascade	266	5	APP|0;IKBKG|0;MFHAS1|1;SASH1|1;TNIP2|0	0.5044602093137599	9.911584516847675	1.263879259413292e-4	0.021096140438438497
GO:1902531	regulation of intracellular signal transduction	1696	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;TNIP2|0	3.2164079511132964	3.4199641858839973	1.3984239238129526e-4	0.023098758499897905
GO:0031098	stress-activated protein kinase signaling cascade	291	5	APP|0;IKBKG|0;MFHAS1|1;SASH1|1;TNIP2|0	0.5518718831214441	9.060073819523993	1.9235497212310992e-4	0.03144508033975416
GO:0042274	ribosomal small subunit biogenesis	61	3	RPS14|1;RPS17|1;RPS21|1	0.11568448409074945	25.932604735883423	2.0344530880178624e-4	0.03291869654765229
GO:0002376	immune system process	2539	13	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL39|1;RPS14|1;RPS17|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;CALML5|0;TNIP2|0	4.815129591908407	2.6998234942307415	2.951047147594643e-4	0.04726742890849319
GO:0043410	positive regulation of MAPK cascade	508	6	APP|0;KRAS|0;NTRK1|0;IKBKG|0;MFHAS1|1;SASH1|1	0.963405211772143	6.227909011373578	3.1282381991348807e-4	0.0496044731236818
GO:0042116	macrophage activation	73	3	APP|0;MFHAS1|1;TNIP2|0	0.13844208751843787	21.669710806697108	3.462949017581929e-4	0.05436829957603628
GO:0045088	regulation of innate immune response	337	5	KRAS|0;SERPINB4|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.639109362927583	7.82338718540499	3.7925042671227427e-4	0.058958568788005226
GO:0034134	toll-like receptor 2 signaling pathway	16	2	MFHAS1|1;TNIP2|0	0.03034347123691789	65.91203703703704	4.088776158239771e-4	0.0623420418665462
GO:0051444	negative regulation of ubiquitin-protein transferase activity	16	2	RPL11|1;RPL23|1	0.03034347123691789	65.91203703703704	4.088776158239771e-4	0.0623420418665462
GO:0043170	macromolecule metabolic process	8163	24	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;TNIP2|0	15.480859731685046	1.5503014959097283	4.2236300044828923e-4	0.06378485807722402
GO:0051963	regulation of synapse assembly	85	3	APP|0;NTRK1|0;LRRN3|1	0.1611996909461263	18.610457516339867	5.416627472416558e-4	0.08102968097180127
GO:0007254	JNK cascade	204	4	APP|0;IKBKG|0;MFHAS1|1;SASH1|1	0.3868792582707031	10.33914306463326	5.547093689010074e-4	0.08220585479124555
GO:0002758	innate immune response-activating signal transduction	209	4	KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.39636159303223994	10.091795144426722	6.076155016523366e-4	0.08921258342315834
GO:0007617	mating behavior	20	2	APP|0;MTNR1A|0	0.03792933904614736	52.72962962962963	6.44367382444111e-4	0.09374067507721345
GO:0048584	positive regulation of response to stimulus	2027	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;TNIP2|0	3.844138512327035	2.861499387893073	6.829142912943009e-4	0.098445199245943
GO:0051090	regulation of DNA-binding transcription factor activity	385	5	APP|0;KRAS|0;NTRK1|0;TRIM25|0;IKBKG|0	0.7301397766383367	6.848003848003848	6.960359890715306e-4	0.09943281692529064
GO:1904666	regulation of ubiquitin protein ligase activity	21	2	RPL11|1;RPL23|1	0.03982580599845473	50.21869488536156	7.113630902015888e-4	0.09998983440278482
GO:0031349	positive regulation of defense response	387	5	APP|0;KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.7339327105429514	6.812613647238971	7.125465906233641e-4	0.09998983440278482
GO:0000165	MAPK cascade	839	7	APP|0;KRAS|0;NTRK1|0;IKBKG|0;MFHAS1|1;SASH1|1;TNIP2|0	1.5911357729858817	4.399373151458969	7.554314112938609e-4	0.10507785867444519
GO:0051234	establishment of localization	4500	17	APP|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;IKBKG|0;RPL23|1;RPL35|1;CALML5|0	8.534101285383157	1.992008230452675	7.765368093055613e-4	0.10707429726224597
GO:0023014	signal transduction by protein phosphorylation	850	7	APP|0;KRAS|0;NTRK1|0;IKBKG|0;MFHAS1|1;SASH1|1;TNIP2|0	1.6119969094612627	4.34244008714597	8.163075300866574e-4	0.11158783193607004
GO:0002218	activation of innate immune response	229	4	KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.43429093207838726	9.210415655830504	8.555503001119735e-4	0.1159526590502185
GO:0048872	homeostasis of number of cells	232	4	KRAS|0;RPS14|1;RPS17|1;MFHAS1|1	0.43998033293530936	9.09131545338442	8.980863893575108e-4	0.12068606674611905
GO:0043032	positive regulation of macrophage activation	24	2	APP|0;TNIP2|0	0.045515206855376834	43.94135802469136	9.316604536753204e-4	0.12414571272209711
GO:0031347	regulation of defense response	642	6	APP|0;KRAS|0;SERPINB4|0;IKBKG|0;MFHAS1|1;TNIP2|0	1.2175317833813302	4.928002769124265	0.0010789419800354416	0.1406453595487855
GO:0051338	regulation of transferase activity	893	7	APP|0;KRAS|0;NTRK1|0;RPL11|1;IKBKG|0;RPL23|1;SASH1|1	1.6935449884104796	4.133341628302435	0.0010929594422646183	0.1406453595487855
GO:0048169	regulation of long-term neuronal synaptic plasticity	26	2	APP|0;KRAS|0	0.04930814075999157	40.561253561253565	0.0010945019681134482	0.1406453595487855
GO:1900745	positive regulation of p38MAPK cascade	26	2	MFHAS1|1;SASH1|1	0.04930814075999157	40.561253561253565	0.0010945019681134482	0.1406453595487855
GO:0043406	positive regulation of MAP kinase activity	245	4	KRAS|0;NTRK1|0;IKBKG|0;SASH1|1	0.46463440331530514	8.608919123204839	0.0010998312785551745	0.1406453595487855
GO:0051179	localization	5656	19	APP|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;CALML5|0	10.726417082250473	1.7713277280108966	0.0012327990739802175	0.15507473655387832
GO:0035556	intracellular signal transduction	2544	12	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1;CALML5|0;TNIP2|0	4.824611926669944	2.487246680642907	0.0012527781443014696	0.15507473655387832
GO:0031647	regulation of protein stability	254	4	KRAS|0;RPL11|1;RPL23|1;TNIP2|0	0.4817026058860715	8.303878681831439	0.001256952556016433	0.15507473655387832
GO:0019098	reproductive behavior	28	2	APP|0;MTNR1A|0	0.053101074664606306	37.664021164021165	0.0012700177375501998	0.15507473655387832
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	28	2	RPL11|1;RPL26|1	0.053101074664606306	37.664021164021165	0.0012700177375501998	0.15507473655387832
GO:0034101	erythrocyte homeostasis	114	3	RPS14|1;RPS17|1;MFHAS1|1	0.21619723256303996	13.876218323586745	0.0012713448793595372	0.15507473655387832
GO:1904646	cellular response to amyloid-beta	31	2	APP|0;NTRK1|0	0.058790475521528406	34.01911589008363	0.001556856217846958	0.18845090875113904
GO:0043408	regulation of MAPK cascade	691	6	APP|0;KRAS|0;NTRK1|0;IKBKG|0;MFHAS1|1;SASH1|1	1.3104586640443914	4.578549606045988	0.0015771507152666508	0.1894612037271461
GO:0002224	toll-like receptor signaling pathway	124	3	IKBKG|0;MFHAS1|1;TNIP2|0	0.23516190208611362	12.757168458781363	0.0016190962270096199	0.19159708113202645
GO:1901796	regulation of signal transduction by p53 class mediator	124	3	RPL11|1;RPL26|1;RPL23|1	0.23516190208611362	12.757168458781363	0.0016190962270096199	0.19159708113202645
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	33	2	RPS14|1;RPS21|1	0.06258340942614314	31.957351290684628	0.0017636595836851843	0.205634926606588
GO:0014002	astrocyte development	33	2	APP|0;KRAS|0	0.06258340942614314	31.957351290684628	0.0017636595836851843	0.205634926606588
GO:0080134	regulation of response to stress	1261	8	APP|0;KRAS|0;RPL26|1;SERPINB4|0;IKBKG|0;MFHAS1|1;SASH1|1;TNIP2|0	2.391444826859591	3.345258025670397	0.0017791129556529173	0.2059225849473599
GO:0045089	positive regulation of innate immune response	282	4	KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.5348036805506777	7.479380089309169	0.0018461723059475244	0.2073950100878497
GO:0007618	mating	34	2	APP|0;MTNR1A|0	0.06447987637845051	31.017429193899783	0.0018717007668798136	0.2073950100878497
GO:0006807	nitrogen compound metabolic process	8795	24	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;TNIP2|0	16.6794268455433	1.4388983639694273	0.0018860948293804025	0.2073950100878497
GO:0038002	endocrine signaling	1	1	KRAS|0	0.001896466952307368	527.2962962962963	0.0018964669523073852	0.2073950100878497
GO:0061366	behavioral response to chemical pain	1	1	NTRK1|0	0.001896466952307368	527.2962962962963	0.0018964669523073852	0.2073950100878497
GO:0061368	behavioral response to formalin induced pain	1	1	NTRK1|0	0.001896466952307368	527.2962962962963	0.0018964669523073852	0.2073950100878497
GO:1902167	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	1	RPL26|1	0.001896466952307368	527.2962962962963	0.0018964669523073852	0.2073950100878497
GO:1904803	regulation of translation involved in cellular response to UV	1	1	RPL26|1	0.001896466952307368	527.2962962962963	0.0018964669523073852	0.2073950100878497
GO:0046330	positive regulation of JNK cascade	132	3	APP|0;MFHAS1|1;SASH1|1	0.25033363770457256	11.984006734006735	0.0019364001447326196	0.2103116239385284
GO:0006810	transport	4399	16	APP|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;RPL23|1;RPL35|1;CALML5|0	8.342558123200112	1.9178769585680249	0.00211011320738419	0.2276194906768102
GO:1904645	response to amyloid-beta	37	2	APP|0;NTRK1|0	0.07016927723537261	28.502502502502505	0.0022142478414393096	0.23723870284934548
GO:0002262	myeloid cell homeostasis	139	3	RPS14|1;RPS17|1;MFHAS1|1	0.26360890637072415	11.380495603517186	0.0022438296511775313	0.2387946763672625
GO:0007416	synapse assembly	140	3	APP|0;NTRK1|0;LRRN3|1	0.26550537332303153	11.299206349206349	0.0022900772154217375	0.24209169603294994
GO:0032268	regulation of cellular protein metabolic process	2353	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPS14|1;SERPINB4|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1	4.462386738779237	2.465048558971211	0.002412585162099301	0.25335339679078556
GO:0045861	negative regulation of proteolysis	306	4	APP|0;RPL11|1;SERPINB4|0;RPL23|1	0.5803188874060546	6.89276204308884	0.002485450487373253	0.2592880814360373
GO:1900744	regulation of p38MAPK cascade	40	2	MFHAS1|1;SASH1|1	0.07585867809229473	26.364814814814814	0.0025841962238655203	0.26782744785513435
GO:0071902	positive regulation of protein serine/threonine kinase activity	311	4	KRAS|0;NTRK1|0;IKBKG|0;SASH1|1	0.5898012221675915	6.781945933071335	0.002635659282189895	0.2713873327122413
GO:0070997	neuron death	312	4	APP|0;KRAS|0;NTRK1|0;IKBKG|0	0.5916976891198988	6.760208926875594	0.0026664363468490437	0.27278503969022766
GO:0006952	defense response	1356	8	APP|0;KRAS|0;RPL39|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;TNIP2|0	2.571609187328791	3.1108926035179723	0.0028262310478054387	0.2872791392631464
GO:0043405	regulation of MAP kinase activity	321	4	KRAS|0;NTRK1|0;IKBKG|0;SASH1|1	0.6087658916906651	6.570670358832354	0.002954688153750662	0.29842350352881686
GO:0030490	maturation of SSU-rRNA	43	2	RPS14|1;RPS21|1	0.08154807894921683	24.525409130060293	0.0029812470069365826	0.29920021385438855
GO:0032874	positive regulation of stress-activated MAPK cascade	157	3	APP|0;MFHAS1|1;SASH1|1	0.2977453115122568	10.075725406935598	0.0031687224162686434	0.313993665160019
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	158	3	APP|0;MFHAS1|1;SASH1|1	0.29964177846456413	10.011954992967652	0.0032259876405467125	0.313993665160019
GO:0051707	response to other organism	797	6	RPL39|1;RPS15A|1;TRIM25|0;IKBKG|0;SASH1|1;TNIP2|0	1.5114841609889724	3.9696082531716157	0.003246260793859257	0.313993665160019
GO:0008542	visual learning	45	2	APP|0;KRAS|0	0.08534101285383155	23.43539094650206	0.0032608578492543394	0.313993665160019
GO:0038066	p38MAPK cascade	45	2	MFHAS1|1;SASH1|1	0.08534101285383155	23.43539094650206	0.0032608578492543394	0.313993665160019
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	45	2	RPL11|1;RPL23|1	0.08534101285383155	23.43539094650206	0.0032608578492543394	0.313993665160019
GO:0050821	protein stabilization	159	3	RPL11|1;RPL23|1;TNIP2|0	0.3015382454168715	9.948986722571629	0.0032838881647417884	0.313993665160019
GO:0043207	response to external biotic stimulus	799	6	RPL39|1;RPS15A|1;TRIM25|0;IKBKG|0;SASH1|1;TNIP2|0	1.515277094893587	3.9596718119872065	0.0032870623962012457	0.313993665160019
GO:0048168	regulation of neuronal synaptic plasticity	46	2	APP|0;KRAS|0	0.08723747980613893	22.925925925925927	0.003405103578845159	0.32332172125597414
GO:0002221	pattern recognition receptor signaling pathway	164	3	IKBKG|0;MFHAS1|1;TNIP2|0	0.31102058017840833	9.645663956639568	0.003583000887105836	0.3381883634930788
GO:0006955	immune response	1746	9	APP|0;KRAS|0;RPL39|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;CALML5|0;TNIP2|0	3.3112312987286647	2.7180221458571974	0.00364367600123372	0.3414183537011701
GO:0009607	response to biotic stimulus	820	6	RPL39|1;RPS15A|1;TRIM25|0;IKBKG|0;SASH1|1;TNIP2|0	1.5551029008920418	3.8582655826558265	0.0037392591980567325	0.3414183537011701
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	1	RPS21|1	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:0021896	forebrain astrocyte differentiation	2	1	KRAS|0	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:0021897	forebrain astrocyte development	2	1	KRAS|0	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis	2	1	APP|0	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:0071874	cellular response to norepinephrine stimulus	2	1	APP|0	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:2000435	negative regulation of protein neddylation	2	1	RPL11|1	0.003792933904614736	263.64814814814815	0.0037894702813524583	0.3414183537011701
GO:0007632	visual behavior	50	2	APP|0;KRAS|0	0.0948233476153684	21.091851851851853	0.004011435174264166	0.3573557727994769
GO:1990090	cellular response to nerve growth factor stimulus	50	2	APP|0;NTRK1|0	0.0948233476153684	21.091851851851853	0.004011435174264166	0.3573557727994769
GO:0051965	positive regulation of synapse assembly	51	2	NTRK1|0;LRRN3|1	0.09671981456767577	20.67828612926652	0.00417030122594686	0.3673803696657742
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	51	2	RPL11|1;RPL26|1	0.09671981456767577	20.67828612926652	0.00417030122594686	0.3673803696657742
GO:0044238	primary metabolic process	9173	24	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;TNIP2|0	17.396291353515487	1.3796043945395304	0.004280933014533805	0.3745159193403423
GO:0046328	regulation of JNK cascade	175	3	APP|0;MFHAS1|1;SASH1|1	0.3318817166537894	9.03936507936508	0.0042985367547418996	0.3745159193403423
GO:0045787	positive regulation of cell cycle	358	4	APP|0;RPL26|1;RPS15A|1;RPL23|1	0.6789351689260378	5.891578729567557	0.004365957740522841	0.37499306569889007
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	176	3	TRIM25|0;IKBKG|0;TNIP2|0	0.3337781836060968	8.98800505050505	0.004367578010924689	0.37499306569889007
GO:0051246	regulation of protein metabolic process	2532	11	APP|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPS14|1;SERPINB4|0;IKBKG|0;MFHAS1|1;RPL23|1;SASH1|1	4.801854323242256	2.2907816979696918	0.004374958513861049	0.37499306569889007
GO:0051438	regulation of ubiquitin-protein transferase activity	53	2	RPL11|1;RPL23|1	0.10051274847229051	19.897973445143258	0.00449669787873308	0.3813055522089329
GO:1990089	response to nerve growth factor	53	2	APP|0;NTRK1|0	0.10051274847229051	19.897973445143258	0.00449669787873308	0.3813055522089329
GO:0046579	positive regulation of Ras protein signal transduction	54	2	KRAS|0;NTRK1|0	0.10240921542459787	19.52949245541838	0.004664207095133932	0.391324507447295
GO:0070498	interleukin-1-mediated signaling pathway	54	2	IKBKG|0;TNIP2|0	0.10240921542459787	19.52949245541838	0.004664207095133932	0.391324507447295
GO:0031396	regulation of protein ubiquitination	181	3	RPL11|1;RPL23|1;SASH1|1	0.3432605183676336	8.739717618170657	0.004722939891122602	0.3941666202817426
GO:0002223	stimulatory C-type lectin receptor signaling pathway	56	2	KRAS|0;IKBKG|0	0.10620214932921261	18.832010582010582	0.0050077940528872045	0.41455597650580417
GO:1901215	negative regulation of neuron death	185	3	KRAS|0;NTRK1|0;IKBKG|0	0.3508463861768631	8.550750750750751	0.00501953380141984	0.41455597650580417
GO:0002220	innate immune response activating cell surface receptor signaling pathway	58	2	KRAS|0;IKBKG|0	0.10999508323382734	18.18263090676884	0.005362735024224907	0.43714639719958615
GO:0042255	ribosome assembly	58	2	RPL11|1;RPS14|1	0.10999508323382734	18.18263090676884	0.005362735024224907	0.43714639719958615
GO:0080135	regulation of cellular response to stress	617	5	APP|0;KRAS|0;RPL26|1;MFHAS1|1;SASH1|1	1.170120109573646	4.273065610180684	0.005494066299126299	0.43714639719958615
GO:0050807	regulation of synapse organization	192	3	APP|0;NTRK1|0;LRRN3|1	0.3641216548430147	8.23900462962963	0.005565279243616494	0.43714639719958615
GO:0044237	cellular metabolic process	9305	24	APP|0;RUNX3|0;KRAS|0;NTRK1|0;RPL11|1;RPL26|1;RPL31|1;RPL35A|1;RPL39|1;RPL41|1;RPS14|1;RPS15A|1;RPS17|1;RPS18|1;RPS21|1;RPS29|1;SERPINB4|0;TRIM25|0;IKBKG|0;MFHAS1|1;RPL23|1;RPL35|1;SASH1|1;TNIP2|0	17.646624991220058	1.3600334348319305	0.005627595971868571	0.43714639719958615
GO:0002265	astrocyte activation involved in immune response	3	1	APP|0	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:0021553	olfactory nerve development	3	1	NTRK1|0	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:0061890	positive regulation of astrocyte activation	3	1	APP|0	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:0071873	response to norepinephrine	3	1	APP|0	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:0072717	cellular response to actinomycin D	3	1	RPL23|1	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:1902162	regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	3	1	RPL26|1	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:1902164	positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	3	1	RPL26|1	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:1905598	negative regulation of low-density lipoprotein receptor activity	3	1	APP|0	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:2000434	regulation of protein neddylation	3	1	RPL11|1	0.005689400856922104	175.76543209876544	0.00567901607007093	0.43714639719958615
GO:0002684	positive regulation of immune system process	894	6	APP|0;RUNX3|0;KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	1.695441455362787	3.5389013174248074	0.00571260127980433	0.43760733571911725
GO:0051057	positive regulation of small GTPase mediated signal transduction	61	2	KRAS|0;NTRK1|0	0.11568448409074945	17.288403157255615	0.0059162506620493716	0.4510287824428696
GO:0050803	regulation of synapse structure or activity	198	3	APP|0;NTRK1|0;LRRN3|1	0.3755004565568589	7.989337822671156	0.00606051222593007	0.4598159921845604
GO:0001934	positive regulation of protein phosphorylation	917	6	APP|0;KRAS|0;NTRK1|0;IKBKG|0;MFHAS1|1;SASH1|1	1.7390601952658564	3.4501393432691145	0.006459735860571136	0.48777157876703103
GO:1903320	regulation of protein modification by small protein conjugation or removal	205	3	RPL11|1;RPL23|1;SASH1|1	0.38877572522301046	7.716531165311653	0.00667082811379327	0.5013237981062554
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	66	2	RPL11|1;RPL23|1	0.12516681885228628	15.978675645342314	0.0068943567605989076	0.5156783733623438
GO:0031397	negative regulation of protein ubiquitination	67	2	RPL11|1;RPL23|1	0.12706328580459367	15.740187949143172	0.007098221454439502	0.5261401555803513
GO:0072331	signal transduction by p53 class mediator	211	3	RPL11|1;RPL26|1;RPL23|1	0.40015452693685466	7.4971037388099	0.007222247573207441	0.5261401555803513
GO:0009314	response to radiation	415	4	APP|0;KRAS|0;NTRK1|0;RPL26|1	0.7870337852075577	5.082373940205266	0.007340523642536456	0.5261401555803513
GO:0002757	immune response-activating signal transduction	417	4	KRAS|0;IKBKG|0;MFHAS1|1;TNIP2|0	0.7908267191121725	5.057998046007638	0.007464245204511943	0.5261401555803513
GO:0048708	astrocyte differentiation	69	2	APP|0;KRAS|0	0.13085621970920838	15.283950617283953	0.007514111768798459	0.5261401555803513
GO:1901224	positive regulation of NIK/NF-kappaB signaling	69	2	APP|0;SASH1|1	0.13085621970920838	15.283950617283953	0.007514111768798459	0.5261401555803513
GO:0014005	microglia development	4	1	APP|0	0.007585867809229472	131.82407407407408	0.007565110391140828	0.5261401555803513
GO:0016199	axon midline choice point recognition	4	1	APP|0	0.007585867809229472	131.82407407407408	0.007565110391140828	0.5261401555803513
GO:0034136	negative regulation of toll-like receptor 2 signaling pathway	4	1	MFHAS1|1	0.007585867809229472	131.82407407407408	0.007565110391140828	0.5261401555803513
GO:0035022	positive regulation of Rac protein signal transduction	4	1	KRAS|0	0.007585867809229472	131.82407407407408	0.007565110391140828	0.5261401555803513
GO:0042270	protection from natural killer cell mediated cytotoxicity	4	1	SERPINB4|0	0.007585867809229472	131.82407407407408	0.007565110391140828	0.5261401555803513
